title;director;duration;listed_in;rating;times_rated;duration_category
Kajraare;Pooja Bhatt;113.0;Drama, International;9.41;317.0;Medium Duration
Kaleidoscope;Rupert Jones;99.0;Thriller;8.41;354.0;Medium Duration
Kalki;Dhilip Kumar;41.0;Drama, International;8.83;172.0;Low Duration
Karzzzz;Satish Kaushik;137.0;International, Romantic;8.96;214.0;High Duration
Kate & Leopold;James Mangold;118.0;Comedy, Romantic;8.13;379.0;Medium Duration
Katha;Sai Paranjape;140.0;Comedy, Drama;8.02;373.0;High Duration
Katt Williams: Live;Alphonso J. Wesson;85.0;Stand-Up Comedy;8.93;395.0;Medium Duration
Kaviyude Osyath;Vineeth Anil;116.0;Drama, International;8.62;301.0;Medium Duration
Kay Dyache Bola;Chandrakant Kulkarni;133.0;Comedy, Drama, International;8.49;268.0;High Duration
Kevin Hart: Laugh at My Pain;Leslie Small, Tim Story;89.0;Stand-Up Comedy;9.91;362.0;Medium Duration
Kevin Hart: Let Me Explain;Leslie Small, Tim Story;75.0;Stand-Up Comedy;8.51;151.0;Medium Duration
Kevin Hart: Seriously Funny;Shannon Hartman;67.0;Stand-Up Comedy;9.03;221.0;Low Duration
Khalnayak;Subhash Ghai;170.0;Action & Adventure, Drama, International;9.29;242.0;High Duration
Khosla Ka Ghosla;Dibakar Banerjee;124.0;Comedy, Drama, International;8.49;203.0;Medium Duration
Khubsoorat;Hrishikesh Mukherjee;120.0;Comedy, Drama;9.09;164.0;Medium Duration
Khushi;Surya S.J., Sunil Kumar Agrawal;157.0;Comedy, International;8.72;300.0;High Duration
Kia and Cosmos;Sudipto Roy;124.0;Drama, International;8.22;282.0;Medium Duration
Kickboxer: Retaliation;Dimitri Logothetis;110.0;Action & Adventure;9.56;282.0;Medium Duration
Kickboxer: Vengeance;John Stockwell;90.0;Action & Adventure;8.73;311.0;Medium Duration
Kicking and Screaming;Noah Baumbach;97.0;Comedy, Romantic;8.38;196.0;Medium Duration
Kid Kulafu;Paul Soriano;108.0;Drama, International;8.18;349.0;Medium Duration
Kidnapping Mr. Heineken;Daniel Alfredson;95.0;Action & Adventure, Drama, International;9.56;285.0;Medium Duration
Kill Bill: Vol. 1;Quentin Tarantino;111.0;Action & Adventure;8.38;262.0;Medium Duration
Kill Bill: Vol. 2;Quentin Tarantino;137.0;Action & Adventure;9.25;163.0;High Duration
Kill Command;Steven Gomez;100.0;Action & Adventure, Sci-Fi & Fantasy;9.36;176.0;Medium Duration
Kill Hitler! The Luck of the Devil;Frédéric Tonolli;53.0;International;9.67;167.0;Low Duration
Kill Ratio;Paul Tanter;87.0;Action & Adventure;8.68;272.0;Medium Duration
Kill the Irishman;Jonathan Hensleigh;106.0;Action & Adventure, Drama;8.51;257.0;Medium Duration
Killer Klowns from Outer Space;Stephen Chiodo;86.0;Comedy, Horror;9.38;363.0;Medium Duration
Killers;Robert Luketic;100.0;Action & Adventure, Comedy, Romantic;9.32;171.0;Medium Duration
Kills on Wheels;Attila Till;103.0;Action & Adventure, Drama, International;9.54;210.0;Medium Duration
Kilo Two Bravo;Paul Katis;109.0;Drama, Thriller;8.04;256.0;Medium Duration
King Jack;Felix Thompson;81.0;Drama;9.61;159.0;Medium Duration
King's Ransom;Jeffrey W. Byrd;98.0;Action & Adventure, Comedy;9.55;347.0;Medium Duration
Kingpin;Peter Farrelly, Bobby Farrelly;114.0;Comedy;9.22;169.0;Medium Duration
Kings;Deniz Gamze Ergüven;87.0;Drama;9.0;262.0;Medium Duration
Kis Kisko Pyaar Karoon;Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla;132.0;Comedy, International;9.57;285.0;High Duration
Kiss the Girls;Gary Fleder;116.0;Thriller;9.82;327.0;Medium Duration
KL Zombi;Woo Ming Jin;92.0;Comedy, Horror, International;9.58;167.0;Medium Duration
Knock Knock;Eli Roth;99.0;Horror, Thriller;8.78;395.0;Medium Duration
Knowing;Alex Proyas;121.0;Sci-Fi & Fantasy, Thriller;8.44;249.0;Medium Duration
Kon-Tiki;Joachim Rønning, Espen Sandberg;96.0;Action & Adventure, Drama, International;8.07;291.0;Medium Duration
Koshish;Gulzar;115.0;International, Romantic;9.56;373.0;Medium Duration
Kraftidioten;Hans Petter Moland;117.0;Comedy, International, Thriller;9.05;155.0;Medium Duration
Krisha;Trey Edward Shults;81.0;Drama;9.94;327.0;Medium Duration
Kristy;Oliver Blackburn;85.0;Horror;8.3;352.0;Medium Duration
Krystal;William H. Macy;93.0;Comedy, Drama;9.69;188.0;Medium Duration
Kuldip Patwal: I Didn't Do It!;Remy Kohli;126.0;Drama, International;8.15;345.0;Medium Duration
Kung Fu Hustle;Stephen Chow;99.0;Action & Adventure, Comedy;9.43;178.0;Medium Duration
Kung Fu Magoo;Andrés Couturier;79.0;Comedy;8.1;299.0;Medium Duration
Kung Fu Panda: Holiday;Tim Johnson;26.0;Comedy;9.21;201.0;Low Duration
Kung Fu Yoga;Stanley Tong;107.0;Action & Adventure, Comedy, International;8.71;315.0;Medium Duration
Kuppivala;Suresh Pillai;133.0;Drama, International, Romantic;8.65;247.0;High Duration
Kurtulus Son Durak;Yusuf Pirhasan;100.0;Comedy, Drama, International;9.24;394.0;Medium Duration
Kya Kehna;Kundan Shah;149.0;Drama, International, Romantic;8.7;355.0;High Duration
Kyun! Ho Gaya Na;Samir Karnik;165.0;International, Romantic;8.56;169.0;High Duration
La Última Fiesta;Leandro Mark, Nicolás Silbert;104.0;Comedy, International;9.92;285.0;Medium Duration
La Bamba;Luis Valdez;109.0;Drama;9.59;223.0;Medium Duration
La Coppia dei Campioni;Giulio Base;88.0;Comedy, International;8.31;391.0;Medium Duration
Laal Rang;Syed Ahmad Afzal;143.0;Drama, International, Thriller;9.58;262.0;High Duration
Laddaland;Sopon Sukdapisit;112.0;Horror, International;9.8;198.0;Medium Duration
Lady Bloodfight;Chris Nahon;101.0;Action & Adventure;8.87;311.0;Medium Duration
Lady in the Water;M. Night Shyamalan;110.0;Sci-Fi & Fantasy, Thriller;8.58;332.0;Medium Duration
Lalbaug Parel: Zali Mumbai Sonyachi;Mahesh Manjrekar;145.0;Drama, International;8.23;204.0;High Duration
Larceny;R. Ellis Frazier;87.0;Action & Adventure;8.84;297.0;Medium Duration
Last Ferry;Jaki Bradley;86.0;Drama;9.1;332.0;Medium Duration
Last Knights;Kazuaki Kiriya;115.0;Action & Adventure;9.1;354.0;Medium Duration
Last Night;Massy Tadjedin;93.0;Drama, Romantic;8.84;323.0;Medium Duration
Le K Benzema;Damien Piscarel, Florent Bodin;121.0;International;9.91;158.0;Medium Duration
Le serment des Hitler;Emmanuel Amara;54.0;International;8.6;206.0;Low Duration
Leap Year;Anand Tucker;100.0;Comedy, Romantic;9.55;199.0;Medium Duration
Lechmi;B.N. Shajeer Sha;147.0;Comedy, Horror, International;8.57;177.0;High Duration
Left Behind;Vic Armstrong;110.0;Action & Adventure, Sci-Fi & Fantasy;9.89;254.0;Medium Duration
Legend of the Naga Pearls;Yang Lei;108.0;Action & Adventure, International, Sci-Fi & Fantasy;9.5;266.0;Medium Duration
Legendary Weapons of China;Chia-Liang Liu;101.0;Action & Adventure, International;8.31;169.0;Medium Duration
Legion;Scott Stewart;100.0;Action & Adventure, Horror, Sci-Fi & Fantasy;8.94;274.0;Medium Duration
LEGO House - Home of the Brick;Anders Falck, Stinus Morell Vithner;48.0;International;9.44;190.0;Low Duration
Leo the Lion;Mario Cambi;78.0;Comedy;9.52;313.0;Medium Duration
Les Bleus - Une autre histoire de France, 1996-2016;Pascal Blanchard, Sonia Dauger, David Dietz;103.0;International;8.45;171.0;Medium Duration
Lez Bomb;Jenna Laurenzo;90.0;Comedy;9.78;254.0;Medium Duration
Life After Beth;Jeff Baena;89.0;Comedy, Horror;8.16;229.0;Medium Duration
Lifechanger;Justin McConnell;84.0;Horror, Thriller;9.29;351.0;Medium Duration
Lifeline;Johnnie To;104.0;Action & Adventure, International;8.13;270.0;Medium Duration
Like Arrows;Kevin Peeples;99.0;Drama;9.1;239.0;Medium Duration
Like Water for Chocolate;Alfonso Arau;105.0;Drama, International;8.23;366.0;Medium Duration
Lila & Eve;Charles Stone III;94.0;Drama, Thriller;9.95;274.0;Medium Duration
Lincoln;Steven Spielberg;150.0;Drama;8.91;285.0;High Duration
Lion's Heart;Karim El Sobky;111.0;Action & Adventure, International;9.81;262.0;Medium Duration
Little Dragon Maiden;Hua Shan;92.0;Action & Adventure, International, Romantic;8.68;288.0;Medium Duration
Little Lunch: The Halloween Horror Story;Tim Bartley;23.0;Comedy;9.98;205.0;Low Duration
Little Lunch: The Nightmare Before Graduation;Robyn Butler;25.0;Comedy;8.68;184.0;Low Duration
Little Men;Ira Sachs;85.0;Drama;9.83;378.0;Medium Duration
Little Nicky;Steve Brill;90.0;Comedy;8.78;209.0;Medium Duration
Little Singham aur Kaal ka Mahajaal;Prakash Satam;68.0;Comedy;8.13;367.0;Low Duration
Little Singham in London;Prakash Satam;66.0;Comedy;9.7;283.0;Low Duration
Little Sister;Zach Clark;91.0;Comedy, Drama;8.48;314.0;Medium Duration
Lizzie Borden Took an Ax;Nick Gomez;87.0;Thriller;9.4;306.0;Medium Duration
Lock, Stock and Two Smoking Barrels;Guy Ritchie;108.0;Action & Adventure, Comedy;9.41;328.0;Medium Duration
Locke;Steven Knight;85.0;Drama;9.07;288.0;Medium Duration
Lockout;James Mather, Steve Saint Leger;95.0;Action & Adventure, International, Sci-Fi & Fantasy;9.66;326.0;Medium Duration
Loco Love;Fernando Sariñana, José Luis Gutiérrez;103.0;Drama, International;9.8;318.0;Medium Duration
Logan's Run;Michael Anderson;118.0;Action & Adventure;9.18;243.0;Medium Duration
Lolita;Stanley Kubrick;153.0;Drama, Romantic;9.48;393.0;High Duration
Long Time Running;Jennifer Baichwal, Nicholas de Pencier;96.0;International;9.49;207.0;Medium Duration
Look Out, Officer;Sze Yu Lau;88.0;Action & Adventure, Comedy, International;8.95;335.0;Medium Duration
Look Who's Back;David Wnendt;116.0;Comedy, International;8.58;262.0;Medium Duration
Lorai: Play to Live;Parambrata Chatterjee;155.0;Drama, International;8.11;152.0;High Duration
Los Niños Héroes de Chapultepec;Ignacio López Escrivá;88.0;International;9.79;203.0;Medium Duration
Love Dot Com: The Social Experiment;Charneice Fox;98.0;Comedy, Romantic;9.6;216.0;Medium Duration
Love In A Puff;Pang Ho-cheung;103.0;Comedy, Drama, International;9.43;230.0;Medium Duration
Love Ni Bhavai;Saandeep Patel;163.0;Comedy, International, Romantic;9.53;260.0;High Duration
Love on Delivery;Stephen Chow;93.0;Action & Adventure, Comedy, International;8.28;303.0;Medium Duration
Love Shot;Steven Fine;77.0;Drama, Thriller;8.36;168.0;Medium Duration
Love Station;Ahmad Samir Farag;97.0;Comedy, International, Romantic;8.29;316.0;Medium Duration
Love You... Love You Not;Sridhar Jetty;115.0;Comedy, International, Romantic;8.04;259.0;Medium Duration
Love, Rosie;Christian Ditter;103.0;Comedy, International, Romantic;9.8;201.0;Medium Duration
Loving Annabelle;Katherine Brooks;77.0;Drama;9.21;337.0;Medium Duration
Loving You;Johnnie To;79.0;Drama, International;9.67;154.0;Medium Duration
Lucha: Playing the Impossible;Ana Quiroga;98.0;International;9.02;286.0;Medium Duration
Lucky: No Time for Love;Radhika Rao, Vinay Sapru;131.0;Drama, International, Romantic;8.98;208.0;High Duration
Lupt;Prabhuraj;110.0;Horror, International, Thriller;9.21;172.0;Medium Duration
Lusers;Ticoy Rodriguez;100.0;Comedy, International;8.5;310.0;Medium Duration
Ma Chu Ka;Jayan Vannery;117.0;International, Thriller;8.29;311.0;Medium Duration
Maacher Jhol;Pratim D. Gupta;107.0;Drama, International;8.85;174.0;Medium Duration
Mac & Devin Go to High School;Dylan C. Brown;76.0;Comedy;9.78;316.0;Medium Duration
Macchli Jal Ki Rani Hai;Debaloy Dey;118.0;Horror, International;8.52;315.0;Medium Duration
Mad Max;George Miller;93.0;Action & Adventure;9.33;229.0;Medium Duration
Mad Money;Callie Khouri, Jesse V. Johnson;99.0;Comedy;9.3;329.0;Medium Duration
Mad Ron's Prevues from Hell;Jim Monaco;84.0;Horror;9.68;321.0;Medium Duration
Mad World;Chun Wong;102.0;Drama, International;9.57;323.0;Medium Duration
Madaari;Nishikant Kamat;134.0;Drama, International;8.88;334.0;High Duration
Madre;Aaron Burns;95.0;International, Thriller;9.71;253.0;Medium Duration
Magnetic;Thierry Donard;110.0;Action & Adventure, International;9.56;215.0;Medium Duration
Magnus;Benjamin Ree;75.0;International;8.93;178.0;Medium Duration
Mahabharat;Amaan Khan;119.0;Action & Adventure, Drama, International;8.95;179.0;Medium Duration
Mahjong Heroes;Li Pei-Chuan;92.0;Comedy, International;8.93;217.0;Medium Duration
Maine Pyaar Kyun Kiya;David Dhawan;137.0;Comedy, International;8.34;339.0;High Duration
Maine Pyar Kiya;Sooraj R. Barjatya;192.0;Drama, International;8.29;174.0;High Duration
Mala Kahich Problem Nahi;Sameer Vidwans;132.0;Drama, International;8.38;396.0;High Duration
Malicious;Michael Winnick;91.0;Horror;9.69;333.0;Medium Duration
Man of Tai Chi;Keanu Reeves;105.0;Action & Adventure, Drama;9.3;239.0;Medium Duration
Man Up;Ben Palmer;88.0;Comedy, International, Romantic;9.71;191.0;Medium Duration
Mandi;Shyam Benegal;155.0;Drama, International;9.37;296.0;High Duration
Mandobasar Galpo;Tathagata Banerjee;103.0;Drama, International, Romantic;9.55;367.0;Medium Duration
Manglehorn;David Gordon Green;97.0;Drama;9.55;372.0;Medium Duration
Mango Dreams;John Upchurch;92.0;Drama;9.95;345.0;Medium Duration
Manhattan Romance;Tom O'Brien;98.0;Comedy, Romantic;9.7;344.0;Medium Duration
Manolo: The Boy Who Made Shoes for Lizards;Michael Roberts;89.0;International;9.8;393.0;Medium Duration
Mansfield Park;Patricia Rozema;112.0;Comedy, Drama, International;9.32;389.0;Medium Duration
Mantostaan;Rahat Kazmi;75.0;Drama, International;8.48;298.0;Medium Duration
Mantra;Nicholas Kharkongor;89.0;Drama, International;8.16;189.0;Medium Duration
Mara;Clive Tonge;99.0;Horror, Thriller;8.77;202.0;Medium Duration
Marauders;Steven C. Miller;107.0;Action & Adventure;9.61;390.0;Medium Duration
Maroon;Pulkit;94.0;Drama, International;8.77;158.0;Medium Duration
Martial Arts of Shaolin;Chia-Liang Liu;90.0;Action & Adventure, International;9.15;368.0;Medium Duration
Martin Lawrence Live: Runteldat;David Raynr;104.0;Stand-Up Comedy;9.33;211.0;Medium Duration
Martyrs of Marriage;Deepika Narayan Bhardwaj;83.0;International;9.15;362.0;Medium Duration
Marvel's Iron Man & Hulk: Heroes United;Leo Riley, Eric Radomski;72.0;Action & Adventure, Sci-Fi & Fantasy;8.68;220.0;Medium Duration
Masoom;Shekhar Kapur;138.0;Drama, International;8.16;319.0;High Duration
Master;Ui-seok Jo;143.0;Action & Adventure, International;9.01;374.0;High Duration
Mater;Pablo D'Alo Abba;80.0;Drama, International;8.82;378.0;Medium Duration
Matichya Chuli;Sudesh Manjrekar, Atul Kale;132.0;Comedy, Drama, International;9.88;326.0;High Duration
Max Rose;Daniel Noah;84.0;Drama;8.42;183.0;Medium Duration
May We Chat;Philip Yung;99.0;Drama, International;9.14;275.0;Medium Duration
May You Prosper;Hassan Hegazy, Shady Ali;93.0;Comedy, International;8.89;173.0;Medium Duration
Maza Pati Karodpati;Sachin;132.0;Comedy, International, Romantic;9.38;153.0;High Duration
Me and the Alien;Jesús Magaña Vázquez;83.0;Comedy, Drama, International;8.78;245.0;Medium Duration
Mean Dreams;Nathan Morlando;105.0;Drama, Thriller;9.36;336.0;Medium Duration
Mean Streets;Martin Scorsese;112.0;Drama;9.57;204.0;Medium Duration
Meditation Park;Mina Shum;94.0;Drama;9.21;304.0;Medium Duration
Medium;Jacek Koprowicz;90.0;Horror, International, Thriller;8.5;219.0;Medium Duration
Melle;Binu Ulahhannan;110.0;Drama, International, Romantic;9.14;211.0;Medium Duration
Melvin Goes to Dinner;Bob Odenkirk;84.0;Comedy, Drama;9.3;224.0;Medium Duration
Memoir of a Murderer;Shin-yeon Won;118.0;Drama, International, Thriller;8.25;174.0;Medium Duration
Men in Black;Barry Sonnenfeld;98.0;Action & Adventure, Comedy, Sci-Fi & Fantasy;8.84;265.0;Medium Duration
Men in Black II;Barry Sonnenfeld;88.0;Action & Adventure, Comedy, Sci-Fi & Fantasy;9.15;279.0;Medium Duration
Menorca;John Barnard;81.0;Drama;9.06;343.0;Medium Duration
Merantau;Gareth Evans;112.0;Action & Adventure, Drama, International;8.4;151.0;Medium Duration
Merry Men: The Real Yoruba Demons;Toka McBaror;106.0;Comedy, International;8.5;337.0;Medium Duration
Mi Shivajiraje Bhosale Boltoy;Santosh Manjrekar;148.0;Comedy, International, Sci-Fi & Fantasy;9.89;243.0;High Duration
MI-5;Bharat Nalluri;105.0;Action & Adventure, Drama, International;9.09;315.0;Medium Duration
Middle School: The Worst Years of My Life;Steve Carr;92.0;Comedy;8.89;188.0;Medium Duration
Midnight Special;Jeff Nichols;112.0;Action & Adventure, Sci-Fi & Fantasy;8.14;370.0;Medium Duration
Milk;Gus Van Sant;128.0;Drama;9.52;240.0;High Duration
Minnaminugu the FireFly;Anil Thomas;128.0;Drama, International;9.31;234.0;High Duration
Miracle;Gavin O'Connor;136.0;Drama;9.95;247.0;High Duration
Mirror Mirror;Tarsem Singh;106.0;Comedy;9.14;393.0;Medium Duration
Mirzya;Rakeysh Omprakash Mehra;129.0;Drama, International;9.34;325.0;High Duration
Miss Julie;Liv Ullmann;130.0;Drama, International;9.17;257.0;High Duration
Miss Me This Christmas;Kenny Young;85.0;Romantic;8.89;383.0;Medium Duration
Miss Stevens;Julia Hart;86.0;Drama;8.41;286.0;Medium Duration
Mission of Honor;David Blair;107.0;Action & Adventure, Drama;8.34;175.0;Medium Duration
Mission: Destroy Love;Osman Ali;93.0;Comedy, International, Romantic;8.31;289.0;Medium Duration
Mississippi Grind;Anna Boden, Ryan Fleck;109.0;Drama;9.94;191.0;Medium Duration
Moh Maya Money;Munish Bhardwaj;109.0;Drama, International;9.6;272.0;Medium Duration
Mohawk;Ted Geoghegan;92.0;Action & Adventure, Horror;8.48;301.0;Medium Duration
Mojave;William Monahan;93.0;Drama, Thriller;9.3;343.0;Medium Duration
Mokalik (Mechanic);Kunle Afolayan;100.0;Drama, International;8.75;306.0;Medium Duration
Molly's Game;Aaron Sorkin;141.0;Drama;9.31;331.0;High Duration
Mona Lisa Smile;Mike Newell;119.0;Drama;8.45;322.0;Medium Duration
Money;Martin Rosete;84.0;Thriller;8.47;199.0;Medium Duration
Money Talks;Brett Ratner;96.0;Action & Adventure, Comedy;9.06;385.0;Medium Duration
Monkey Up;Robert Vince;83.0;Comedy;9.89;150.0;Medium Duration
Monopoly (The Bank Of Luck);Ahmed El Gendy;117.0;Comedy, International;8.53;155.0;Medium Duration
Monster-in-Law;Robert Luketic;101.0;Comedy, Romantic;10.0;334.0;Medium Duration
Moon;Duncan Jones;97.0;Drama, Sci-Fi & Fantasy;9.28;272.0;Medium Duration
Moonlight;Barry Jenkins;111.0;Drama;9.24;226.0;Medium Duration
Moonwalkers;Antoine Bardou-Jacquet;96.0;Action & Adventure, Comedy, International;8.5;225.0;Medium Duration
Moor;Jami;135.0;Drama, International;8.55;342.0;High Duration
Morris from America;Chad Hartigan;91.0;Drama, International;9.46;321.0;Medium Duration
Morya;Avadhoot Gupte;121.0;Drama, International;8.66;274.0;Medium Duration
Motu Patlu: King of Kings;Suhas Kadav;109.0;Comedy;8.47;348.0;Medium Duration
Mountain;Jennifer Peedom;74.0;Action & Adventure, International;9.68;276.0;Medium Duration
Movie 43;Peter Farrelly, Will Graham, Steve Carr, Griffin Dunne, Steve Brill, James Duffy, Jonathan van Tulleken, Elizabeth Banks, Patrik Forsberg, Brett Ratner, Rusty Cundieff, James Gunn;94.0;Comedy;9.72;368.0;Medium Duration
Mr. Church;Bruce Beresford;105.0;Drama;9.78;211.0;Medium Duration
Mr. Deeds;Steve Brill;97.0;Comedy, Romantic;8.43;302.0;Medium Duration
Mr. Gaga: A True Story of Love and Dance;Tomer Heymann;102.0;International;8.91;341.0;Medium Duration
Mr. Virgin;Anthony Chan;86.0;Comedy, Drama, International;9.19;355.0;Medium Duration
Mr. Woodcock;Craig Gillespie;88.0;Comedy;8.49;191.0;Medium Duration
Ms. Mammy;Wael Ihsan;90.0;Comedy, International;8.24;330.0;Medium Duration
Mud;Jeff Nichols;131.0;Drama;8.84;275.0;High Duration
Mujhse Shaadi Karogi;David Dhawan;158.0;Comedy, International, Romantic;8.69;156.0;High Duration
Muppets Most Wanted;James Bobin;110.0;Comedy;9.97;337.0;Medium Duration
Murder Party;Jeremy Saulnier;79.0;Comedy, Horror;9.22;352.0;Medium Duration
Mutiny on the Bounty;Lewis Milestone, Carol Reed;185.0;Action & Adventure, Drama;8.77;190.0;High Duration
My Babysitter's a Vampire: The Movie;Bruce McDonald;80.0;Comedy;8.78;382.0;Medium Duration
My Brother ... Nikhil;Onir;116.0;Drama, International;9.42;270.0;Medium Duration
My Daddy is in Heaven;Waymon Boone;95.0;Drama;9.99;251.0;Medium Duration
My Dog is My Guide;Ismail Farouk;99.0;Comedy, International;9.09;270.0;Medium Duration
My Entire High School Sinking Into the Sea;Dash Shaw;77.0;Comedy;8.86;245.0;Medium Duration
My Ex-Ex;Nathaniel Warsh;91.0;Comedy, Romantic;9.49;204.0;Medium Duration
My Honor Was Loyalty;Alessandro Pepe;115.0;Drama;8.16;362.0;Medium Duration
My Life as a Zucchini;Claude Barras;68.0;Comedy, Drama, International;8.43;270.0;Low Duration
My Little Pony Equestria Girls: Friendship Games;Ishi Rudell, Jayson Thiessen;72.0;Comedy;9.87;225.0;Medium Duration
My Little Pony Equestria Girls: Rainbow Rocks;Jayson Thiessen, Ishi Rudell;73.0;Comedy;8.01;388.0;Medium Duration
My Only Mother;Wenn V. Deramas;104.0;Comedy, Drama, International;8.63;279.0;Medium Duration
My Schoolmate, the Barbarian;Siu-hung Chung, Wong Jing;90.0;Action & Adventure, Comedy, International;9.01;389.0;Medium Duration
My Sister's Keeper;Nick Cassavetes;109.0;Drama;9.79;288.0;Medium Duration
My True Friend;Atsajun Sattakovit;108.0;Action & Adventure, Drama, International;8.14;347.0;Medium Duration
My Week with Marilyn;Simon Curtis;99.0;Drama, Romantic;8.37;218.0;Medium Duration
My Wife and My Wifey;Moataz El Tony;99.0;Comedy, International;9.55;354.0;Medium Duration
Mythily Veendum Varunnu;Sabu Varghese;88.0;Horror, International;8.78;223.0;Medium Duration
Nacho Libre;Jared Hess;92.0;Comedy;8.15;197.0;Medium Duration
Naga The Eternal Yogi;Krishna Agazzi, Filippo Gastaldi;73.0;International;8.55;358.0;Medium Duration
Nails;Dennis Bartok;85.0;Horror;9.5;392.0;Medium Duration
Namak Halaal;Prakash Mehra;171.0;Action & Adventure, Comedy, International;8.01;356.0;High Duration
Namour;Heidi Saman;80.0;Drama;9.83;357.0;Medium Duration
Naruto Shippuden : Blood Prison;Masahiko Murata;102.0;Action & Adventure, International;9.9;364.0;Medium Duration
Natalia Valdebenito: Gritona;Natalia Valdebenito;76.0;Stand-Up Comedy;8.07;304.0;Medium Duration
National Lampoon's Loaded Weapon 1;Gene Quintano;82.0;Action & Adventure, Comedy;9.63;294.0;Medium Duration
National Treasure;Jon Turteltaub;131.0;Action & Adventure;8.71;291.0;High Duration
Natsamrat - Asa Nat Hone Nahi;Mahesh Manjrekar;165.0;Drama, International;9.74;223.0;High Duration
Natural Born Pranksters;Roman Atwood, Ben Pluimer;91.0;Comedy;8.66;314.0;Medium Duration
Natural Selection;Chad L. Scheifele;101.0;Drama;8.02;282.0;Medium Duration
Neruda;Pablo Larraín;108.0;Drama, International;9.2;159.0;Medium Duration
Never Heard;Josh Webber;89.0;Drama;9.73;178.0;Medium Duration
New York Minute;Dennie Gordon;91.0;Comedy;8.8;262.0;Medium Duration
Next;Lee Tamahori;96.0;Action & Adventure, Sci-Fi & Fantasy;8.72;296.0;Medium Duration
Nibunan;Arun Vaidyanathan;124.0;Action & Adventure, Drama, International;8.17;309.0;Medium Duration
Night Comes On;Jordana Spiro;87.0;Drama;9.21;244.0;Medium Duration
Night Moves;Kelly Reichardt;113.0;Drama, Thriller;9.44;150.0;Medium Duration
Nightcrawler;Dan Gilroy;118.0;Drama, Thriller;9.75;363.0;Medium Duration
Nights in Rodanthe;George C. Wolfe;97.0;Drama, Romantic;8.79;399.0;Medium Duration
No Entry;Anees Bazmee;161.0;Comedy, International;9.59;321.0;High Duration
No Estoy Loca;Nicolás López;116.0;Comedy, Drama, International;9.85;183.0;Medium Duration
No Reservations;Scott Hicks;104.0;Comedy, Romantic;9.94;150.0;Medium Duration
Norm of the North: King Sized Adventure;Richard Finn, Tim Maltby;90.0;Comedy;8.83;203.0;Medium Duration
November Criminals;Sacha Gervasi;86.0;Drama, Thriller;8.66;158.0;Medium Duration
Now and Then;Lesli Linka Glatter;102.0;Drama;9.93;348.0;Medium Duration
Nowhere Boy;Sam Taylor-Johnson;99.0;Drama;9.01;289.0;Medium Duration
Numbered;Dana Doron, Uriel Sinai;55.0;International;8.22;297.0;Low Duration
Numero Zero. The Roots of Italian Rap;Enrico Bisi;91.0;International;8.97;187.0;Medium Duration
Nymphomaniac: Volume 1;Lars von Trier;117.0;Drama, International;8.87;197.0;Medium Duration
Nymphomaniac: Volume II;Lars von Trier;124.0;Drama, International;8.56;271.0;Medium Duration
Oasis: Supersonic;Mat Whitecross;122.0;International;9.58;298.0;Medium Duration
Obvious Child;Gillian Robespierre;84.0;Comedy, Drama;8.89;333.0;Medium Duration
Océans;Jacques Perrin, Jacques Cluzaud;84.0;International;8.42;173.0;Medium Duration
Occupation;Luke Sparke;120.0;Action & Adventure, Sci-Fi & Fantasy;8.36;335.0;Medium Duration
Ocean's Eleven;Lewis Milestone;127.0;Action & Adventure, Comedy;8.22;384.0;Medium Duration
Ocean's Thirteen;Steven Soderbergh;122.0;Action & Adventure, Comedy;9.71;191.0;Medium Duration
Ocean's Twelve;Steven Soderbergh;125.0;Action & Adventure, Comedy;9.32;321.0;Medium Duration
Off Course;Nacho G. Velilla;107.0;Comedy, International;8.57;171.0;Medium Duration
Officer Downe;Shawn Crahan;91.0;Action & Adventure;9.78;212.0;Medium Duration
Oh My Ghost 2;Poj Arnon;103.0;Comedy, Horror, International;8.09;233.0;Medium Duration
Oh My Ghost 3;Poj Arnon;103.0;Comedy, Horror, International;9.23;207.0;Medium Duration
Oh My Ghost 4;Poj Arnon;106.0;Comedy, Horror, International;8.99;331.0;Medium Duration
Omar and Salma 3;Mohamed Samy;97.0;Comedy, International, Romantic;9.75;172.0;Medium Duration
On the Wrong Track;Clarence Yiu-leung Fok;89.0;Action & Adventure, International;8.23;358.0;Medium Duration
Onaatah;Pradip Kurbah;107.0;Drama, International;8.66;177.0;Medium Duration
Once Upon a Time in London;Simon Rumley;111.0;Drama, International;9.37;174.0;Medium Duration
Once Upon a Time in the West;Sergio Leone;166.0;Action & Adventure, International;8.67;285.0;High Duration
One Day;Banjong Pisanthanakun;135.0;Drama, International, Romantic;9.3;328.0;High Duration
One Last Thing;Tim Rouhana;92.0;Drama;9.71;293.0;Medium Duration
One Night Stand;Jasmine D'Souza;93.0;Drama, International;9.41;326.0;Medium Duration
Only God Forgives;Nicolas Winding Refn;90.0;Thriller;9.98;183.0;Medium Duration
Only the Dead;Bill Guttentag, Michael Ware;76.0;International;8.69;228.0;Medium Duration
Open Season;Roger Allers, Jill Culton;86.0;Comedy;8.72;275.0;Medium Duration
Operation Chromite;John H. Lee;111.0;Action & Adventure, Drama, International;9.8;250.0;Medium Duration
